id_alojamiento,id_valoracion,fecha,id_revisor,nombre_revisor,comentario
42808,7717131,2013-09-30,4363919,Judy,"I very much enjoyed my stay at Nina's apartment, which is sunny, plant-filled and very comfortable.  The room is on a quiet street in a great location with a 5 minute walk to public transportation.  Nina is a communicative and considerate host whom I truly enjoyed talking with.  I would stay there in a second when back in Stockholm."
42808,7836282,2013-10-05,8818970,Brodie,"Nina's space was exactly as advertised.  It was quiet, clean and close to everything that I wanted to do.  The room was large and comfortable.  Laundry and WiFi were definite assets for my stay!Nina was an excellent host, great tips for things to do and insights into life in Sweden.  I'd love to go back!"
42808,7890128,2013-10-07,7925309,Nikolai,Nina is a very nice and caring host. I liked the room that was offered by her through airbnb. I can well imagine returning when I need to stay centrally and conveniently in Stockholm again. // Nikolai
42808,8317587,2013-10-25,103704,Glorybelle,"My stay at Nina's was wonderful. Her listing is exactly as described and was perfect for my stay, but more importantly she is a very caring and friendly person. She went above and beyond to make sure I was happy as her guest, and I was. I really enjoyed talking with her about all kinds of things, and also running one of her favorite routes with her before I left. Thank you for your gracious hospitality, Nina! I hope I can return the favor someday when you visit northern California. "
42808,8547054,2013-11-04,9640726,Karin,"We had a fabulous time at Nina's place! Before coming to Stockholm she sent us instructions on how to find her place and so it wasn't a big deal at all. Right from the first minute we entered her flat we felt very welcome. Nina is a really nice, funny, straightforward and hospitable person.She is also of great help in terms of providing information and material about stockholm. Thank you for that unforgettable weekend! :)"
42808,8962569,2013-11-28,1732107,Sandra,"Nina is a wonderful person and a great host! I really enjoyed staying at her place. She's active, open-minded and helpful. It was easy to talk with her about many topics. She also told me about her favourite places in Stockholm, which I didn't know before, although I've been in the City for a few times. When I had to leave early in the morning she prepared breakfast for me, which I could take with me to the Airport. She's so attentive and caring! Thank you Nina for hosting me! "
42808,9040591,2013-12-02,10123027,Yvonne,"Perfectly situated a stones throw from the center. Extraordinarily friendly, generous and including hostess. Wonderful swedish organic breakfast. "
42808,10114555,2014-02-01,5063025,Lucas," Nina is a great host, really cares about her guest and I definitely recommend her for a pleasent stay in the wonderful city of Stockholm!"
42808,14853461,2014-06-28,12118594,David,"Absolutely wonderful experience staying with Nina in Stockholm. She is out-going, pleasant, extremely helpful, and genuinely invested in you having a great time in her city. The amenities were exactly what I needed, and the apartment is located within close proximity to everything. Nina even went out of her on a few occasions to help me out with itineraries and planning. Her map collection rivals that of National Geographic. Consider yourself lucky if you get a booking with her. She's amazing."
42808,15934909,2014-07-18,7531348,Friedemann,"Nina was an great host, I had a very pleasent stay in wonderful Stockholm. She helped with excellent tips for things to do and knows the best places to eat and to relax. And I slept so well in this comfortable and quiet room."
42808,16693755,2014-07-31,4240300,Cindi,"Nina is a fabulous little dynamo, her zest for life and work are infectious. She took me paddle boarding, which is something medical professionals told me I could never do. Could mind you not should. She didn't believe it and soon neither did I!The apartment is beautiful and well located, near a T stop in a nice quiet area one block from a nice thoroughfare. With only one set of stairs and an elevator! A rare treat after 4th and 5th floor walk ups.Still the reason I do Airbnb especially in foreign countries is the hosts and Nina is the best!"
42808,36158961,2015-06-25,16588206,John,"I really enjoyed my stay with Nina in her apartment in central Stockholm. The apartment is located just two or three minutes from the Odenplan T-bana subway stop which is three stops from Central Station. You can walk from her place to the old town of Gamla Stan in a short 25 minutes or easily catch the bus or T-bana from Odenplan. There are several nearby restaurants within a minute or two walk from her place.The room and apartment were very comfortable, clean, and as described in the photos. Nina provided several guidebooks and pamphlets on Stockholm and has helpfully marked her favorite spots to see and places to eat. Nina was very friendly and a pleasure to talk to. I always enjoyed our conversations and hearing her perspective on things. She made me feel very welcome and was interested in how my stay was going. She was also very helpful in allowing me to do laundry, provided me with coffee and breakfast each morning, and let me keep my bags at her place for a late check-out. I can easily recommend Nina and her apartment if you're looking for a place to stay in Stockholm!"
42808,40861500,2015-08-02,13758894,Sam,"Nina was a wonderful hostess! Very comfortable, modern flat that's located close to a major metro station. "
42808,68928698,2016-04-07,15060873,Dana,"Wonderful experience. Nina is the most amazing host and will make sure that your every need is taken care of. Her friendliness and warmth are infectious. The immediate neighborhood is quiet and friendly, but simultaneously close to lots of major attractions. If you ever have questions about how to get anywhere or which great things to see, Nina is your guide (and now international BFF). Wouldn't change a thing about my experience! Consider yourself lucky to stay here. "
42808,69990253,2016-04-15,41775998,Guili,"Nina is a great host, who helped me plan out my stay during my stay. Will definitely to my friends when they go to Stockholm! The location is also perfect, with easy access to city center and to Metro.Thank you Nina!"
42808,73723112,2016-05-09,69644778,Kathy,"Nina is a fantastic, warm and inspiring person. I had a great time with her and regrets that we didn't find the chance to talk more, and more :-) She will definitely amaze you.The place is at great location which made me easy to go anywhere. Thanks to Nina, for providing a beautiful and cozy place!"
42808,75201481,2016-05-19,17684160,Sonia,"Nina, is a great host. She is always worried about you, she gives location and all that you need to a have a good trip. The room is so clean and nice, the place is beautiful, it is a great place to stay. Thank you so much Nina!"
42808,80002572,2016-06-15,74962414,Stefanie,"Had a very pleasant stay in Nina's appartment. The room itself is nice and quiet and Nina shared her bathroom and kitchen with me. She is an absolutely lovely person that cares about her guests. I never stayed via airbnb before and was extremely unsure if it is something for me but she definitely made think to do it again... :)"
42808,80952040,2016-06-20,36965205,Yuval,"I had a great time at Nina's apartment. The location is great, the apartment is beautiful, the room is perfect, but more important - Nina is a great host! sooo welcoming, gave me great tips about where to travel in Stockholm, and just made my stay so enjoyable. Definitely a great place to stay in Stockholm!!!"
42808,95800181,2016-08-21,84340697,Hugh,"My stay at Nina ' s was very enjoyable. She was very personable amd  patient and she  took time to write down directions and suggestions to make my stay efficient and enjoyable. The apartment and amenities were very clean, very close to  train station access, bright and cheery, and in a nice neighborhood with plenty of places to eat."
42808,96710050,2016-08-24,38010460,Jake,"The room is clean, well lit, comfortable and the apartment is close to metro and also walking distance to the city center. The bed is a twin which is really only big enough for one so be aware of that. Nina is a great person with a terrific positive energy and a valuable resource for getting to know Stockholm and knowing what sights to see. I wish I had stayed longer! As a hostess she was very attentive and greeted me with a beer and tea on arrival. Hope to come back someday and experience more. Would definitely recommend and stay again. Cheers!"
42808,97351564,2016-08-27,85652371,Yuval,"I loved staying at Nina's place. The room is cozy and tidy, the apartment is quite central and conveniently located, but most of all, Nina is one great host. She will go out of her way to make you comfortable, and if you happen to talk to her or hang with her you will find a highly intelligent and motivated person with a very important agenda. Thank you Nina for everything, I wish you the best with all your projects and hope to see you again sometime."
42808,98576943,2016-08-31,25229240,Phil,It was an absolute joy staying with Nina. She went above and beyond to make me feel welcome and my time in Stockholm the beat it could be!! Would highly recommend staying here. 
42808,105554349,2016-10-02,42150968,Anna,"I can only agree with all other reviews. The room is really cozy and makes you feel like home. Nina is great host and wonderful person. I have rarely met people that are interested and educated in so many areas. You will always find some topic to talk about, so it would make your stay in Stockholm even more special. "
42808,154564129,2017-05-25,10577631,Bader,"Our stay at NIna's place was great. Nina is a very nice and sweet host through the whole stay. The room was clean and comfy, and ready with water and snacks. Nina also offered breakfast in the morning. When we arrived, she gave us lots of maps and suggested places to visit, and also answered our questions everyday. And also a very knowledgeable person when we chatted on random topics.The apartment is located in a lovely area, easy to reach anywhere around by walking, or public transportation."
42808,157038615,2017-06-02,6145040,Lena,"Nina is a welcoming host, making sure her guest feels at home. The place is very much what I had hoped for. Its central location is a major plus for people wanting to explore Stockholm city. Nina provided everything (and more), before as well as during the stay. She is a very helpful, generous, enthusiastic, warmhearted and passionate person. It was a pleasure to stay there!!!"
42808,178940803,2017-08-06,32601320,Matthew,"Fantastic location! Right next to metro and just one stop away from Central Station, which is aptly named. Unit is as advertised. Pleasant host. I recommend this place if you are staying for a couple of days."
42808,183855664,2017-08-18,138616889,Holly,"Nina is a warm and welcoming host who goes out of her way to make you feel comfortable.  The room was clean (though the bed was small), the apartment and area safe, and she gave good recommendations for places to see and how to get around Stockholm.  Highly recommended!"
42808,186311367,2017-08-24,32751135,Ben,"Nina's place is a pretty flat in a quiet residential area to the north of the centre of Stockholm, well-connected to public transport.  The room is spacious, private and has a good-sized desk, but you are very much staying in Nina's flat - her books are everywhere, as well as interesting objects all around the living room!  Nina was helpful and quick to reply in advance of the trip and was great company when we were both in, and offered breakfast, biscuits and tea.  It was a great base of operations for my conference at the university and I would certainly recommend it to others!"
42808,257450927,2018-04-26,95905470,Gustav,Great location. So central and so quiet. Could walk quickly to Pascal for amazing coffee.
42808,268215596,2018-05-24,95905470,Gustav,"Great location, great host."
42808,269271225,2018-05-27,186822640,Paula Andrea,"Staying at Nina's place was perfect. The location is great, only 2 blocks from the metro station if you come from the airport. From her place, you can walk everywhere, there are many cafes, parks, etc. around. The room is clean and comfortable, and Nina left me fruits, chocolates, a water jar, a blanket for picnics, etc.  She allowed me to check in early, and she helped me get started with the city (she walked with me for a while, and also showed me a great public library that is close to her place, which is amazing!). She also prepared me breakfast! Everything was perfect, I will come back for sure, thanks a lot Nina!"
42808,312241108,2018-08-23,101165739,Shabnam,"Expect warm hospitality, thoughtfulness and a helpful and cheery attitude. The perfect place to stay, close to beautiful attractions Stockholm city  has to offer! "
42808,315922954,2018-08-30,59090452,Alexi,"Nina is an exceptional host with a wonderful place situated in the central part of Stockholm. Nina was extremely accommodating offering great tips and places for restaurants, museums and tourist attractions to visit. The neighborhood is extremely walkable with a bunch of great restaurants and bars. As a runner it was a great place to run from as there is a nice local park north with some dirt trails. I would definitely recommend for those visiting Stockholm."
42808,317436075,2018-09-02,4985264,Iryna,The Nina's place is really nice and well-located. It is close to subway and you can easily walk to the main walking street and the city center. The room was perfect and the apartment is a  true Swedish style. Nina is a great host. It was very great to talk and I wish we could talk even more.  Thanks.
42808,328822198,2018-09-27,90513755,Federica,Nina is a great host and a caring person! I had a great time and she provided me everything I needed! Truly  recommended!
42808,469285939,2019-06-14,129002260,Radhesh Krishnan,Wonderful host and nice location.
42808,470442433,2019-06-16,7217011,Nikki,"Not only was Nina's apartment extremely welcoming and comfortable, but she was also the most amazing host I have ever had the pleasure of staying with. She was so generous and warm. I enjoyed our shared meal and conversation, and the beautiful walk she took me on in a nearby park. Truly outstanding!"
42808,515534166,2019-08-23,59827651,Dan,"I had a wonderful stay with Nina, who is a hospitable and lovely person. The apartment is comfortable and in a good location. We had many interesting chats, and she helped me with some recommendations for things to do, restaurants, etc. She even made me breakfast one morning. It made for a very pleasant stay in Stockholm!"
42808,519211509,2019-08-28,50743875,Jason,"Nina is a great host, the place is clean, and the room spacious. Great location, easy to walk to many different areas of Stockholm. Would highly recommend for anyone looking to explore the city!"
145320,156423122,2017-05-30,123386382,Erwin,Prima plek om Stockholm te bekijken. Alles is beloopbaar. 
145320,170211906,2017-07-15,123091743,Anne,"Cosy and clean flat in quiet neighbourhood close to both Gamla Stan, 'SoFo' AND a great beach! Very nice host who was very helpful with information before our visit.  We stayed for one week - two adults and two kids. Best recommendations :-)"
145320,172169175,2017-07-20,78004,Patricia,The host canceled this reservation 37 days before arrival. This is an automated posting.
145320,176647581,2017-07-31,103178743,Charlotte,Kim's place was outstanding and comfortable. We very much enjoyed staying here and communication with Kim was fantastic.
145320,189668224,2017-09-02,142869362,Heiko,"Kim is a very friendly person.A lot of advice for me and my frienThe house is in the centre of the city, very convenient. The only disadvantage is that space is too small for two people."
145320,191894030,2017-09-09,25194419,Jason,The apartment is cost and Kim was a terrific host full of great recommendations.
145320,193316070,2017-09-13,52056015,David,"Nicely appointed, in a great location, with a lovely host."
145320,203410181,2017-10-15,23002655,Charlie,We absolutely loved Kim's place and had a great time exploring beautiful Stockholm. The apartment is roomy with a good taste of decorations. It's also centrally located with easy access to the subway and buses and only 20 min on foot to Gamla Stan/old town. Although we didn't get to meet Kim in person but she managed check-in and check-out super smooth and was so nice to leave the lights on for us as we arrived late in the evening. Thanks again for your hospitality again Kim!
145320,210619953,2017-11-10,3451329,Natalia,"Amazing place to stay, flat was clean, spacious and cosy. Close to center! Kim made sure that everything is ok with us. Great host!"
145320,211523951,2017-11-13,105945750,Ainhoa,"Very pleasant stay. We recommend it!!Kim is very likeable and the flat is in a good location, very easy to arrive."
145320,212932349,2017-11-19,203826,Fe,"We had a wonderful time during our short stay at Kim's house. She made us feel very welcome and comfortable. The communication was easy at all times. She even bought us juice, coffee and bread so we had breakfast next morning (after arriving late at night at her apartment)! We totally recommend her place. Thank you, Kim!"
145320,214018139,2017-11-24,70756436,Marcel,"Great location! Cozy place, amazing inside infos and hospitality! Thx u kim!"
145320,216533345,2017-12-04,10655526,Shannon,"Lovely flat in a great part of town - lots of coffee shops, boutiques and bars. We didn't get a chance to meet Kim, but she made our stay very easy ! Thanks Kim "
145320,231273225,2018-01-31,160717975,Sam,"I would definitely recommend Kim's place for anyone wanting to stay near the city in a nice comfortable place. Close to the subway, 3 stops from the Central station, close to shopping markets. Kim provided good instructions and was very quick to respond to emails. She also gave some recommendations of things to do in the area, can't comment on that however as I was too busy to actually check them out.What to expect: Very cosy interior, had a warm feeling that you can't get just anywhere. Didn't feel like I was staying in an AirBNB, felt like being in a home."
145320,233159940,2018-02-08,33212603,Katina,"Kim's place is perfectly located and very comfortable. She was away during my 5-day stay, but was always very responsive in answering questions and providing advice."
145320,234271335,2018-02-12,160422715,Kensuke,The flat is so comfortable and Swedish style. This is a 2 minutes walk from nearest station. It is so easy to live because the design of the room makes me feel relaxed. I wanna stay there again if I visit in Stockholm.
145320,238617249,2018-02-26,171567489,Nilgun,"It was great time at Kims place, friendly and warmest welcome, and great location."
145320,243805181,2018-03-17,170781019,Joseph,"Kim was super friendly, communicative, and welcoming, and the apartment is lovely and in a great location!"
145320,244964347,2018-03-20,16469934,Eugenio,"Kim is a wonderful host and a lovely person. We could not have asked for a better host. Her recommendations were excellent and she was always quick to respond and made sure we felt right at home. The apartment has everything you might need for your stay. It is located within walking distance to public transportation, restaurants, bars, yet somehow feels a little secluded, which is great. Would definitely recommend staying here."
145320,250191884,2018-04-04,113793451,Jesse,"What an incredibly great location with even better hospitality, could not have asked for a better place."
145320,255613837,2018-04-21,11689674,Sebastian,"We stayed one week in Stockholm. Kim was a great host and we had a great time staying at her apartment. The private room was small, but we could use the complete apartment and often relaxed on the nice chairs in the living room. Kim's kitchen has everything you need to cook meals and we had our own space in the fridge.The location of the apartment is indeed very central. It was a perfect starting point to explore the city walking or by public transport. Restaurants, bars, and parks can be reached within a few minutes of walking distance."
145320,263616667,2018-05-12,178111737,Brian,"The place was great, close to shops and the metro. Kim was a great host and we had a great time. There was a lot to good and everything was really close by."
145320,266040511,2018-05-19,86001838,Jinju,"Best host, best house, recommended here! Thank you kim!"
145320,267677547,2018-05-22,97955787,Tammy,"A great host! The place is close to the city centre with easy access and a safe area. Kim is organised and quick at responding, also gave great tips about local places."
145320,268473313,2018-05-25,177556525,Brittany,The host canceled this reservation 70 days before arrival. This is an automated posting.
145320,268908833,2018-05-26,99271530,Kali,"Kim's home is very close to Stockholm, and it was a great place for us to stay in order to quickly reach the city on foot (about 20 min). Our check-in was a bit rough as she forgot to send us the directions to her home, but I believe that we were a special case and that this does not usually happen. The beds were quite comfortable; however, it gets a bit cold at night because the windows and doors in the home are always open. Kim allows guests to use the entire house which is very nice, and her kitchen is the cutest area. Kim is also very kind and friendly. Overall, we enjoyed our experience there and would recommend staying here for a short trip!"
145320,271098522,2018-05-31,96009807,Lucy,"Kim's place is in a great location with lots of fun shopping and restaurants around. The place was very cute and comfortable with a lived in but tidy vibe. We didn't meet Kim until our second day but she was very helpful in checkin and in offering tips about Stockholm! Finally, she was very accommodating in letting us stay an extra hour and a half when our other Airbnb pushed back the check in time. Great place to stay if you want to see a different side of Stockholm but still have access to the more touristy areas!"
145320,289819498,2018-07-13,4944617,Rachit,"My stay at Kim's place was wonderful! Her house is so cute, charming, and beautiful. To add to that, the location is perfect with great cafes and restaurants right around the corner.  Kim was also an extremely accomodating host who gave me great tips and even let me use the washer before my hiking trip - much appreciated! :)"
145320,318660967,2018-09-04,3334626,Peerapod Pong,"Excellent location near Mariatorget metro station.  Good nearby restaurants, shops and bars. Very pleasant host with a really cute and comfortable apartment. Recommended!"
145320,320777560,2018-09-09,35230298,Amanda,"We loved our stay at Kim's apartment. She's extremely sweet, thoughtful, and helpful. We would definitely recommend it!"
145320,324002467,2018-09-16,195473425,Simon,"Excellent base from which to explore the city. Kim was super-helpful, starting from advice before we arrived. The description is completely accurate."
145320,329649490,2018-09-29,34389286,Jenna,"Kim was a wonderful host, she was great about answering questions and directing us around the city in the most convenient and affordable ways possible. Her place is very cute and artsy and within walking distance of some great pubs and cafes as well as the Old Town. We would definitely stay here again!"
145320,334456859,2018-10-09,276136,Bill,"kim is a kind and experienced hostess.  we were made to feel welcome in her home, which is wonderfully located 15 minutes by foot from gamla stan, a major area of attraction.  stockholm is a lovely town to stroll about."
145320,336209727,2018-10-14,19064596,Oatie,Had a great stay in the perfect location.
145320,341582741,2018-10-27,80419079,Mark,"It was my first time using Airbnb, and experience was amazing. Next time when I am going to visit Stockholm, definitely will try to book room at Kim's place. Outstanding woman and outstanding place!"
145320,342702128,2018-10-29,84304711,Joanna,"Fantastic place to stay! Kim is very friendly and welcoming with excellent communication and local tips. The house is warm and the beds are super comfortable! This place was absolutely perfect for our 2 night stay in Stockholm - the location was great, an easy walk from the underground station. Would definitely stay here again!"
145320,343687167,2018-11-01,62458814,David,"Kim is a wonderful host, and welcomes you into her home.  It is also very central to whatever you might want to do in Stockholm.  We really enjoyed our stay!"
145320,345470385,2018-11-05,56396403,Regina,"Kim is a great and very kind host. She provided us with accurate and helpful information from the beginning on. We were able to check in immediately after we arrived. the location of kim's place is perfect. we enjoyed the warm, lovely  decorated apartment. i would return any time."
145320,346615441,2018-11-09,91452690,Mircea,90% Ok.
145320,352467544,2018-11-25,5496186,Kathryn,"Definitely recommend! Kim was a great host, and we had lots of fun. Location is perfect too!"
145320,354020873,2018-11-30,175488389,Tamara,"Kim is a great host. Place is well located, easy to reach all central amenities. Apartment is comfortable and cosy. We are happy that we chose it and we would definitely recommend this apartment."
145320,358640391,2018-12-15,182417679,Joyce,Very convenient location
145320,368063128,2019-01-06,159333927,Jean-Baptiste,"Kim was a wonderful host, she was very kins and we immediately felt like at home. Stockholm is an amazing city, and I highly recommend staying at Kim's place to enjoy it!"
145320,401353756,2019-01-14,155040149,Nick,Fantastic Airbnb! Kim is a great host with great tips about Stockholm! The apartment is great and in an awesome neighbourhood! Would definitely stay again!
145320,410552409,2019-02-10,189303825,Carla,Als je bij Kim verblijft heb je een prima appartement om Stockholm te ontdekken. Dichtbij de metro en het oude centrum. Kim is erg gastvrij. Wij kwamen pas na middernacht aan en ze heeft gewoon op ons gewacht. Je krijgt een kamer in haar flat op de 6e verdieping. Je bent vrij om alles te gebruiken.
145320,414330106,2019-02-19,219893670,Alexander,"We had a wonderful stay in Kim's very centrally located apartment.Kim was very helpful from the start: Coming with good tips on how to get from the airport to her apartment in the cheapest and fastest way - and furthermore giving us local tips. The apartment is clean, nice, with a good kitchen and a very comfortable bed! While Stockholm is an expensive city - both for hotels and AirB'n'B - Kim's apartment proved to be of good value. We can only recommend other people to stay at Kim's place and be greeted by her hospitality."
145320,423869171,2019-03-15,236557225,Kateryna,"Kim is the best hostess ever imagined! We had a great stay at her lovely place, where you could feel the atmosphere of Swedish lagom. Flat has a great location, which makes it even better. Kim was really helpful, having suggested a lot of useful tips. She was really hospitable, we had everything we needed. I wish we didn't have to leave!Thank you, Kim!"
145320,435644636,2019-04-11,240654169,Sylvain,The stay was very nice
145320,438586919,2019-04-17,11681258,Juan  Manuel,Great apartment in a cool neighborhood. Super comfy bed and apartment in general. Very private too. Kim is really thoughtful and most kind. A great Airbnb experience
145320,452849736,2019-05-14,42438152,Dora,"Kim's place is great! The location is very central but close to all the interesting sites. It is not the main touristy area which is by all means a huge plus. All of the restaurants, coffee shops, and bakeries right down the street were amazing. The amenities were very good. Overall we really enjoyed it."
155685,469991,2011-08-23,909520,Heather,"The worst experience in my life, everything was bad and horrible, the apartment is terrible, dirty, ugly and not recommendable"
155685,830804,2012-01-03,827612,Philippe,"We spent one week in Stockholm and the flat of Robert is awesome. Nice view on the river, 2 minutes from many restaurants in the area, 2 minutes from the train station and few stops from the center. Robert is by the way a nice, kind amazing host. Eerything is prepared to have good time there. and of course we will recommand Robert for everyone going to Stockholm ! "
155685,882062,2012-01-25,1633454,Isa,The host canceled my reservation 3 days before arrival.
155685,1118916,2012-04-12,2024981,Emmanuelle,"This appartment is perfect! Is clean, very well furnished and relatively well located. We enjoyed our stay in Stockholm. Thank you very much Robert!"
155685,1179025,2012-04-25,760679,Jb,"The flat is spacious, very well decorated and there is a great view of the river. It's a great flat to stay and Robert seems to be a very nice guy! Would definitely recommend it!"
155685,1325209,2012-05-22,1232389,Mareike,"What a wonderful place! This apartment is located directly on the water with a perfect bakery and restaurant directly in the house. A park, grocery store and many nice cafes and bars within minutes of walk... no need to go downtown ;) seriously: this place has good karma, a very helpful host and public transportation within 3 minutes of walk. "
155685,1675629,2012-07-10,1826641,Eriika,We had the best stay at Roberts the flat was super nice and cosy and the childs room was highly appreciated!Thank you Robert for a super nice stay! 
155685,1881335,2012-08-04,1502327,Patrice,"We spent a week at Robert's apartment in Hornstull and absolutely loved it! Robert is a formidable host and was extremely attentive to details, from the first communication to his friendly greeting upon our arrival.  The apartment was spotless, tastefully decorated and comfortable, exactly as per the listing, and Robert had provided us with everything we could possibly require.  The neighbourhood is vibrant and full of life (especially on the weekends), and a great location from which to explore Stockholm (either on foot or by subway, with a station within 2 minutes).  Highly recommended!"
155685,3249321,2013-01-03,3896878,Friederike,"Really great apartment, just as nice as on the pictures. Sportless & clean, just a really good atmophere and also in a really cool neighborhood. We had 5 great days in Stockholm. Robert is a great host,  very welcoming, easy to communicate with and also very helpful with tips for the city and instructions for the transportation. Everything worked out just fine  - I can highly recommend the apartment & Robert as a host! "
155685,3553333,2013-02-16,4749962,Eng Beng,"I have two weeks stay in Robert's Apartment and everything is just great!Robert is very nice and friendly person, you may consider his apartment if you are looking one!"
