id_alojamiento,nombre,id_anfitrion,nombre_anfitrion,barrio,latitud,longitud,tipo_alojamiento,precio,minimo_noches,disponibilidad_365
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,Norrmalms,59.34313,18.05264,Entire home/apt,1805,5,136
785218,Unique 3 floor Town House,4139711,Fredrik,Kungsholmens,59.32115,17.99498,Entire home/apt,1795,5,78
795354,"Exclusive apartment, best location",3972727,Gustav,Norrmalms,59.33989,18.06128,Entire home/apt,1373,1,358
819676,"Lux penthouse stay: shopping, nightlife & old town",4304976,Andy & Vannie,Sdermalms,59.31736,18.07098,Private room,628,3,53
822497,Apartment for six with a terrace!,4319402,Moa,Hgersten-Liljeholmens,59.29766,17.98345,Entire home/apt,1501,2,339
838442,19th century apartm in city centre,4380521,Joakim,Norrmalms,59.33496,18.05625,Entire home/apt,1864,1,226
840600,Nice room in central Stockholm,4390012,Marita,Kungsholmens,59.337,18.02897,Private room,647,1,90
845365,"Room near forest park, 300 meter from the subway!",4174933,Mae Jane,Skrholmens,59.29558,17.92814,Private room,2001,1,0
854975,Best apartment Odenplan,600840,Sergej,Norrmalms,59.34435,18.04479,Entire home/apt,1177,3,2
858902,Single room-city centre of Sthlm G,4495747,Lotta,stermalms,59.33818,18.08458,Private room,569,4,19
862528,Villa in quiet green neighborhood close to city,4521402,Arne,Hgersten-Liljeholmens,59.29733,17.95678,Entire home/apt,1187,4,0
871262,Single room-city centre of Sthlm Y,4495747,Lotta,stermalms,59.33696,18.08423,Private room,530,5,124
873383,Nice room close to Stockholm Fair & Center,4609654,Isabelle,Enskede-rsta-Vantrs,59.26669,18.01572,Private room,353,2,208
875505,Super centric attic at Stureplan,3976818,Freja,Norrmalms,59.33171,18.0735,Entire home/apt,1403,4,88
884403,"Apartment in Stockholm, Furnished",779150,Henrik,Sdermalms,59.30863,18.08104,Entire home/apt,932,4,331
897730,Stockholm 2 bedrooms 52 sqm,4789660,Garp,Sdermalms,59.31875,18.04334,Entire home/apt,1452,1,0
904739,Studio in city center,713422,Menaf,Sdermalms,59.31841,18.02713,Entire home/apt,598,2,184
916806,Unique place with panoramic view!!,4922434,Julia,Skrholmens,59.28028,17.89651,Entire home/apt,598,2,240
944703,Cosy home 15 min from Stockholm C,5115328,Christina,Hgersten-Liljeholmens,59.29725,17.98008,Entire home/apt,687,2,0
954832,Central city studio in Stockholm,4059782,Mikael,Kungsholmens,59.33536,18.03069,Entire home/apt,902,2,259
974175,Turn of the century - Vasastan,67255,Sofie & Jesper,Norrmalms,59.34557,18.04399,Entire home/apt,1854,5,71
1035775,Clean apartment near city central,3989826,Magnus,Kungsholmens,59.3298,18.00566,Entire home/apt,824,3,0
1041103,Aspudden Close to the city.,5731936,Karoline,Hgersten-Liljeholmens,59.31301,18.00828,Private room,451,3,0
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,Skarpncks,59.29808,18.09049,Entire home/apt,696,3,330
1048668,Lovely apartment with amazing view!,5457817,Melissa,Hgersten-Liljeholmens,59.30314,17.99815,Entire home/apt,951,2,342
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,lvsj,59.27466,17.95875,Entire home/apt,696,2,326
1060165,Central location with BBQ and patio,2876695,Viktor,stermalms,59.33578,18.07354,Entire home/apt,1589,28,13
1096827,Charming flat in the Garden-suburb,6027093,Anita,Enskede-rsta-Vantrs,59.28514,18.08639,Entire home/apt,804,4,0
1117037,Nice big room,6130990,Polina,Enskede-rsta-Vantrs,59.26262,18.03856,Private room,353,1,152
1119738,NIce house in green area,6144002,Anna,Hgersten-Liljeholmens,59.29465,17.95274,Private room,598,1,328
1124388,Cosy apartment in central Stockholm,3442665,Carl,Kungsholmens,59.32246,18.00511,Entire home/apt,647,3,154
1128990,Bedroom in big apartement in SoFo,2483512,Anette Yvonne,Sdermalms,59.31494,18.08635,Private room,490,2,316
1137050,Two rooms with balcony in Sofo,6236888,Gabriel,Sdermalms,59.31092,18.08144,Entire home/apt,951,90,356
1149820,Bright Mini studio in Hornstull,6302830,Klara,Sdermalms,59.31924,18.02834,Entire home/apt,804,30,243
1153177,Lovely Apartment Central Stockholm,6319741,Terry,stermalms,59.34546,18.08404,Entire home/apt,2903,4,278
1156474,New flat by marina close to city,5534531,Jenny,Sdermalms,59.31067,18.1034,Entire home/apt,1403,7,0
1158893,Quiet Oasis Near Central Stockholm,2043953,Dany,Hgersten-Liljeholmens,59.29254,17.95062,Entire home/apt,2697,3,109
1166419,Central apartement in Stockholm!,6387456,Margit,Norrmalms,59.34833,18.05969,Entire home/apt,853,4,118
1170027,amazing apartment with big balcony!,2701626,Diana,Enskede-rsta-Vantrs,59.26397,18.03436,Entire home/apt,951,5,0
1170766,A Studio at Mariaberget,6409820,Annika,Sdermalms,59.32094,18.05674,Private room,745,3,233
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,Norrmalms,59.34237,18.03003,Entire home/apt,1481,28,91
1182616,Big room for 1-2w/ private balcony,6451984,Peter,Kungsholmens,59.33115,18.03241,Private room,628,1,302
1184553,"Nice, large room in great location!",6234152,Annbritt,Sdermalms,59.31665,18.07225,Private room,598,3,0
1189469,Exclusive apartment Stockholm city,6502443,Alida,stermalms,59.34142,18.0758,Entire home/apt,1854,2,295
1212891,Cozy room on Kungsholmen,6619727,Maud,Kungsholmens,59.33699,18.00303,Private room,441,2,125
1231897,Room for rental in Stockholm,6718202,Alexander,Skarpncks,59.27402,18.13351,Private room,490,2,363
1234109,Charming top floor ap with balcony,6729867,Nathalie,Kungsholmens,59.3328,18.03281,Entire home/apt,1246,3,75
1234960,Amazing house 10min walk from Tele2 Arena,6246528,Jacob,Enskede-rsta-Vantrs,59.28029,18.06138,Entire home/apt,1746,2,67
1244357,Elegant flat in the city heart,6782746,Elliott And Rebecca,Norrmalms,59.34539,18.05317,Entire home/apt,2148,3,360
1244657,Single bed at the lock of Stockholm,4122575,Nic & Usha,Sdermalms,59.32121,18.07116,Private room,569,3,66
1250227,Idyllic apartment in central Stockh,6812616,Per,stermalms,59.34332,18.0688,Entire home/apt,696,90,223
1251466,Perfect accommodation in Stockholm,3857606,Dean,Bromma,59.34905,17.89258,Entire home/apt,520,3,78
1255668,High standard-seawiew with garden!,6839874,Sandra,Kungsholmens,59.32426,17.99078,Entire home/apt,1295,4,149
1261445,Cozy apt in the center of Stockholm,6870481,Marie-Louise,Sdermalms,59.31765,18.03707,Entire home/apt,1197,5,72
1262520,Artists loft with amazing park view,2011965,Sima,Kungsholmens,59.33175,18.03225,Entire home/apt,520,10,0
1272348,Cozy apt in central Stockholm,2306126,Magnus,Sdermalms,59.30746,18.08152,Entire home/apt,902,1,0
1307331,Nice townhouse close to Stockholm C,7107147,Marcus,Hgersten-Liljeholmens,59.30264,17.96809,Entire home/apt,2158,3,100
1308768,Studio in the heart of Stockholm!,6943106,Camilla,Norrmalms,59.3362,18.05224,Entire home/apt,902,2,99
1321189,"#1 spot: room for 2, SUNNY BALCONY!",6451984,Peter,Kungsholmens,59.33098,18.03165,Private room,657,1,307
1337420,Apt. with balcony in the center,7252397,Eva,Sdermalms,59.31509,18.05576,Entire home/apt,1099,30,0
1346831,As central you wish and get,7306850,Patrick,Sdermalms,59.31734,18.07257,Entire home/apt,844,4,284
1355440,Designer home w. view - 3 bedrooms,3139988,Hildegun & Valle,Kungsholmens,59.33121,18.02983,Entire home/apt,1952,4,0
1380488,Quiet peaceful apt at Mariatorget,7475248,Gunilla,Sdermalms,59.31112,18.06632,Entire home/apt,1501,3,164
1389927,"Cosy room in apartment, 8min from C",7265938,Vibeke,Hgersten-Liljeholmens,59.30053,18.00761,Private room,412,2,0
1395650,"Top floor central Stockholm, 2 BALC",7541013,Nina,Sdermalms,59.31725,18.07971,Entire home/apt,2501,2,47
1401411,Stockholm's best apartment might,6961458,Mattias,Kungsholmens,59.33928,18.00995,Entire home/apt,2158,2,86
1417777,"Very small room, very central",7638228,Sara,Kungsholmens,59.3299,18.02925,Private room,500,2,344
1418656,"Beautiful apartment, free parking.",2572503,Maja,Bromma,59.33882,17.96263,Entire home/apt,726,500,363
1469714,A unique eco townhouse in Stockholm,4361489,Jonas,Skarpncks,59.28457,18.11905,Entire home/apt,2099,30,119
1486023,Newly renovated 2 bedroom appartment,7948578,Amaniel,Skarpncks,59.26693,18.13215,Private room,353,2,356
1517062,"Huge 3BR, Center of Stockholm",8099417,Paul,Norrmalms,59.34428,18.03551,Entire home/apt,1177,4,0
1519664,Beautiful and cozy 2 bedroom flat,6064572,Hanna,Bromma,59.33194,17.95132,Entire home/apt,1099,2,121
1524707,Nice large apartment in a popular area!,8135204,Fredrika,Sdermalms,59.3179,18.07158,Entire home/apt,1952,5,163
1553258,1909's charming house with garden,8271834,Annette,Enskede-rsta-Vantrs,59.28506,18.09099,Entire home/apt,1736,4,10
1554476,Cosy apartment in city center,8276835,Gro,Norrmalms,59.33785,18.055,Entire home/apt,1099,3,13
1563437,Stockholm's brightest apartment,1216677,Daniel,Hgersten-Liljeholmens,59.30719,17.9899,Entire home/apt,677,5,146
1578027,Student room(1) Stockholm City 15min to C-station,8387566,Mats,Hgersten-Liljeholmens,59.30474,17.97783,Private room,226,90,218
1595682,New renovated old town apartment,7262219,Charlie,Sdermalms,59.32441,18.07037,Entire home/apt,1501,3,67
1608473,Stockholm city cosy small apartment,7596150,Marie,Norrmalms,59.34645,18.05704,Entire home/apt,853,125,119
1622938,Incredible view from apartment!,5261161,Yamilla,Sdermalms,59.31762,18.07426,Entire home/apt,2903,2,122
1628846,Cosy room 8 min from central Sthlm,3699236,Kiana & Johan,lvsj,59.27866,18.01149,Private room,441,1,296
1629766, Great room & 10 minutes t downtown,8662135,Per,Bromma,59.33607,17.98611,Private room,383,2,0
1634582,Stay in the unique Old town!,8682987,Agneta,Sdermalms,59.32323,18.07345,Entire home/apt,1687,3,329
1634821,"Cosy, comfortable, quiet SoFo apt",3598147,Alexander,Sdermalms,59.30826,18.07595,Entire home/apt,2001,2,177
1636267,Nice room in the very city ,8690323,Marina,Norrmalms,59.33823,18.05391,Private room,579,2,38
1640910,Cozy Apartment in Central Stockholm,8712220,Danny,Sdermalms,59.31957,18.0653,Entire home/apt,1501,2,29
1647364,Exclusive topfloor appartment.,8729335,Elisabet,Sdermalms,59.31139,18.08233,Entire home/apt,1403,3,93
1659858,"Bright flat, breakfast included.",8795968,Arthur,Sdermalms,59.32504,18.05903,Entire home/apt,951,6,60
1665123,"Great room,very heart of Stockholm!",8817226,Marcus,Sdermalms,59.3136,18.06506,Private room,687,1,294
1665248,"Purple room,very heart of Stockholm",8817226,Marcus,Sdermalms,59.31386,18.06493,Private room,716,1,295
1667100,"HUGE room, very heart of Stockholm!",6451984,Peter,Kungsholmens,59.33168,18.03015,Private room,667,1,304
1677039,Central apartment in Stockholm,8528273,Todd,Norrmalms,59.33769,18.06776,Entire home/apt,804,19,224
1695375,Neat & confy double room Stockholm,6258710,Jennie & Frank,Hgersten-Liljeholmens,59.3052,18.01324,Private room,598,2,239
1750830,Rooms with double beds,9210474,Jonas,Sdermalms,59.31897,18.06476,Private room,991,2,342
1758067,3 Bedroom in the heart of Stockholm,9243465,Maia,Norrmalms,59.34479,18.04114,Entire home/apt,2697,25,244
1770378,Nice studio apartment in Stockholm,8213762,Sait,Skarpncks,59.29842,18.09359,Entire home/apt,706,3,0
1793139,Family suite for 4 in SOFO area,855182,Fred & Ylva,Sdermalms,59.31427,18.09298,Entire home/apt,1648,4,0
1806267,Urban 2 bedroom flat in family friendly area.,9466422,Sylvia,Hgersten-Liljeholmens,59.30904,18.02628,Entire home/apt,1579,14,244
1822397,Cozy room close to city,6619727,Maud,Kungsholmens,59.33734,18.0036,Private room,324,2,121
1840491,Double room with private bathroom,9618596,Ami,Sdermalms,59.31731,18.05683,Private room,716,2,283
1867559,Cosy apt in the heart of Stockholm,9736182,J,Norrmalms,59.34216,18.04672,Entire home/apt,814,3,54
1874229,Guest room with working space,9764807,Jens,Rinkeby-Tensta,59.40405,17.93003,Private room,314,2,0
1885811,Hornstull apartment close to the water,7610377,Vitaly,Sdermalms,59.31964,18.03221,Entire home/apt,696,4,0
1890033,Central apartment w/ cozy terrace,9828068,Charlotta,Enskede-rsta-Vantrs,59.30312,18.07799,Entire home/apt,1001,1,0
1899299,Apartment with balcony in SoFo,9864929,Anna,Sdermalms,59.31551,18.08613,Entire home/apt,1099,3,0
1904102,"2 rooms, twin balconies waterfront",9884853,Peter,Sdermalms,59.31892,18.03467,Entire home/apt,922,4,0
1949186,"Spacious apartment, great location.",1675218,Sara,Sdermalms,59.31843,18.03438,Entire home/apt,2099,1,347
1981087,Quiet room nearby nature and town,6339311,Ulrike,Skrholmens,59.29223,17.92627,Private room,451,2,182
1981187,"4 bdrms, whole house, near metro",10223859,Anna,Farsta,59.27738,18.0793,Entire home/apt,1403,2,24
1987813,Cosy place near nature and town ecofriendly,6339311,Ulrike,Skrholmens,59.29391,17.92723,Private room,549,2,182
2015509,Large bright family apartment,9066005,Lina,Sdermalms,59.31961,18.03866,Entire home/apt,2796,3,22
2050395,Charming apt for couple or family,8192459,Carina,Hgersten-Liljeholmens,59.30274,18.00832,Entire home/apt,1001,5,18
2056934,Spacious apt in quiet neighborhood,7245698,Erik,Kungsholmens,59.33137,18.00213,Entire home/apt,1128,10,0
2075141,Welcome to Stockholm!,10606037,Tomas,Norrmalms,59.34256,18.04034,Private room,1001,3,0
2106913,Cosy & Quiet studio Kungsholmen,10741379,Moa,Kungsholmens,59.33377,18.01489,Entire home/apt,598,90,24
2113398,"Central Sodermalm Stockholm, WIFI - design - clean",10658836,Fofo,Sdermalms,59.31363,18.0943,Entire home/apt,2266,3,354
2122036,Modern home next to Stureplan,10295304,Tina,Norrmalms,59.33692,18.06768,Entire home/apt,1501,21,0
2129983,Lovely loft apartment,1613669,Jessica,Hgersten-Liljeholmens,59.29951,18.0056,Entire home/apt,1099,3,0
2135084,Bright and quiet studio in trendy Hornstull,10894261,Erika,Sdermalms,59.31949,18.04308,Entire home/apt,991,2,0
2166026,Stockholm house close to fair/town,4455221,Janu,Enskede-rsta-Vantrs,59.26987,18.06235,Entire home/apt,2629,2,292
2170748,Fantastic apt in rebuilt factory,8067884,Magnus,Sdermalms,59.30468,18.09656,Entire home/apt,912,4,0
2176443,"Trendy, cosy Stockholm: near to all",3429907,Ella,Sdermalms,59.31692,18.06004,Private room,559,40,182
2190867,Charming and spacious with balcony,11173110,Carina,Sdermalms,59.31126,18.06327,Entire home/apt,1805,1,5
2201342,Trendy/Cozy Apartment in Citycenter,2025322,Sebastian,Norrmalms,59.33744,18.05149,Entire home/apt,1295,7,331
2208884,Bright spacious room with a view,11266733,Caroline,Sdermalms,59.31908,18.04533,Private room,598,3,311
2234982,Charming flat in central Stockholm,10716710,Jakob,Norrmalms,59.34107,18.06061,Entire home/apt,893,1,0
2241162,Stylish flat in upscale city centre,10152883,Martina,Norrmalms,59.34805,18.06096,Entire home/apt,1599,3,0
2241658,Cozyroom with soffa + free Jacuzzi,11448150,Liezl,Norrmalms,59.34544,18.06157,Private room,432,7,0
2255703,Luxury king size bed + free Jacuzzi,11448150,Liezl,Norrmalms,59.33818,18.0566,Private room,451,14,0
2276398,Designflat in heart of Sodermalm,450449,Ulf,Sdermalms,59.3189,18.03109,Entire home/apt,1050,2,0
2312332,Exclusive city center apartment!,4203812,Lova,stermalms,59.33517,18.07472,Private room,745,2,1
2360468,A clean room with everything you need!,12054492,Maria,Enskede-rsta-Vantrs,59.29848,18.06778,Private room,304,14,118
2382805,central studio appartment ,12170547,Yamandu,Sdermalms,59.31758,18.05991,Entire home/apt,795,3,343
2415663,Centrally located one bedroom apartment,11282990,Camilla,stermalms,59.34116,18.08705,Entire home/apt,1206,4,0
2450331,Central apartment,12529935,Mikael,Norrmalms,59.34677,18.05535,Entire home/apt,932,3,254
2452805,Spacious studio apartment + balcony,11965019,Johannes,Enskede-rsta-Vantrs,59.26585,18.05252,Entire home/apt,618,6,0
2462337,A comfy room inner Stockholm,6318730,Solomon,stermalms,59.34971,18.06214,Private room,451,3,0
2466532,Bed & Coffe/Tea  (20sqm) Dalagatan  Stockholm,12613065,Kerstin,Norrmalms,59.33912,18.04958,Private room,432,3,173
2466811,Design appartment,12614795,Hans,Sdermalms,59.31876,18.02785,Entire home/apt,951,5,149
2472739,Lovely room - great location!,12646214,Barbara,Kungsholmens,59.32922,18.02813,Private room,598,3,349
2495480,Central one bedroom apartment,10502245,Victor,Norrmalms,59.34318,18.04573,Entire home/apt,696,2,60
2500660,Cozy flat in trendy SOFO ( BALCONY),11734738,Amanda,Sdermalms,59.3092,18.08366,Entire home/apt,1305,3,243
2521074,Spacious 2-bedroom city apt.,12906844,Axel,Sdermalms,59.3196,18.0501,Entire home/apt,1854,5,19
2537297,Beautiful apartment,6922769,Henrik,Bromma,59.3342,17.9797,Entire home/apt,1197,6,18
2550607,Center Studio Apartment,2206725,Christopher,Norrmalms,59.34011,18.06212,Entire home/apt,696,7,282
2557713,Amazing 3 BR.Perfect for families!,6944102,Marie,Sdermalms,59.31349,18.06174,Entire home/apt,2001,3,208
2569100,Charming house close to city centre,9900158,Sophie,Bromma,59.34652,17.9043,Entire home/apt,1952,3,343
2624356,Modern 4 room apartment Stockholm,13441032,Peter,Kungsholmens,59.33836,18.00803,Entire home/apt,1599,2,324
2639392,Bright cozy room in Stockholm!,3418393,Teresia,Farsta,59.26107,18.07886,Private room,314,2,180
2643330,Charming villa close to city center,13293700,Jenny,Bromma,59.34257,17.89498,Entire home/apt,1697,3,0
2682351,Spacious and comfortable room in central Stockholm,13731960,David,Norrmalms,59.34888,18.04441,Private room,598,3,37
2695984,Magic Trendy City Flat <3,13799080,Eve,Sdermalms,59.30769,18.08264,Entire home/apt,696,1,146
2700523,Centrally located for 3 ( possible 4 ) people,13819048,Oscar,Kungsholmens,59.3363,18.02424,Entire home/apt,2001,3,357
2704770,"Good energy, by the lake!",3825232,Julian,Sdermalms,59.30654,18.11098,Entire home/apt,951,4,0
2709274,Room close to downtown,13864568,Eva,Skarpncks,59.28101,18.13025,Private room,461,30,0
2713653,Newly renovated 34 sqm city flat,13887019,Martin,Kungsholmens,59.33045,18.03696,Entire home/apt,804,3,242
2715352,Waterfront appartment city center,13894935,Lina,Sdermalms,59.31964,18.03323,Entire home/apt,902,6,0
2734073,Luxury and central apartment,13988488,Lena,Norrmalms,59.3432,18.04597,Entire home/apt,2501,1,348
2758487,4 rooms in the heart of Stockholm,14110859,Zarina,Norrmalms,59.32952,18.06214,Entire home/apt,7896,3,365
2758781,Best location in town!,14079209,Mikaela,stermalms,59.33528,18.07699,Entire home/apt,696,2,0
2783502,Bright apartment in calm green area,6173619,Sanna,Bromma,59.34535,17.88764,Entire home/apt,500,5,344
2790356,Roomy Apartment at Stockholm's Hipest Location,4910517,Martin-Alfred,Sdermalms,59.30924,18.08542,Entire home/apt,1854,4,77
2839590,Cosy flat close to city and forest,13431464,Kajsa,Skarpncks,59.29197,18.10551,Entire home/apt,804,2,0
2844564,10 min walk to Stockholm city.,14548212,Kristin,Norrmalms,59.33886,18.05844,Entire home/apt,1726,4,0
2856175,Great location with balcony,14601686,Louis,Sdermalms,59.31545,18.05268,Entire home/apt,2501,4,0
2856241,Charming 4-bedroom apt Sthlm City ,14602075,Malin,Norrmalms,59.33671,18.05345,Entire home/apt,2668,2,241
2865663,Room 18 minutes from the city.,3651487,Maria,Enskede-rsta-Vantrs,59.26307,18.03889,Private room,353,3,358
2880914,Central apartment in Stockholm City,14220379,Isabella,Norrmalms,59.3392,18.05064,Entire home/apt,549,4,140
2906312,Sunny balcony close to town,8912192,Patrik,Enskede-rsta-Vantrs,59.27257,18.05488,Entire home/apt,353,3,344
2932163,Lovely flat with garden!,14972494,Roswitha,Norrmalms,59.34106,18.03667,Entire home/apt,687,5,0
2942951,Big charming retro style room,15024927,Miriam,Sdermalms,59.30934,18.06754,Private room,549,6,0
2948828,Charming place in friendly Aspudden,15053445,Emma,Hgersten-Liljeholmens,59.30584,17.99755,Entire home/apt,834,7,0
2960624,Seaview from a flat close to city,5872968,Caroline,Bromma,59.34141,17.87939,Entire home/apt,402,4,125
2974784,Spacious apartment close to SOFO & Stockholm City,14077877,Canan,Enskede-rsta-Vantrs,59.29681,18.07818,Entire home/apt,2001,2,364
2995809,Amazing flat in central Stockholm,15120659,Henric,Norrmalms,59.33866,18.05183,Entire home/apt,1001,4,0
3010694,Beautiful apartment with balcony!,15342718,Peder,Norrmalms,59.34401,18.03809,Entire home/apt,971,5,0
3034450,Charming apt. in trendy SOFO,6631207,Karin,Sdermalms,59.31204,18.0725,Entire home/apt,1001,1,263
3036203,"Urban, trendy studio in SoFo.",15463422,Malin,Sdermalms,59.30852,18.08463,Entire home/apt,1001,4,0
3036666,Historic house in central Stockholm,1371383,David,stermalms,59.32162,18.15376,Entire home/apt,2207,7,72
3036915,Cosy 2 room apartment. Inc 2 bikes.,15001048,Herman,Enskede-rsta-Vantrs,59.29807,18.05834,Entire home/apt,647,2,0
3039106,"A one-of-a-kind apartment, overlooking the park",6790299,Magnus,Norrmalms,59.34229,18.04383,Entire home/apt,2354,4,36
3051356,Rooftop Apartment with Amazing View,3755411,Ted,Norrmalms,59.33893,18.05588,Entire home/apt,1403,4,5
3076938,Cozy & clean apartment Stockholm,15658940,Maria,Skarpncks,59.29561,18.10939,Entire home/apt,628,3,40
3121451,Studio with panoramic view over bustling square,508087,Alexander,Sdermalms,59.31749,18.05532,Entire home/apt,795,2,1
3132492,Room in modern appartment in city,11911964,Carina,Kungsholmens,59.33084,17.99638,Private room,490,2,0
